MONATSZAHL,AUSPRAEGUNG,JAHR,MONAT,WERT,VORJAHRESWERT,VERAEND_VORMONAT_PROZENT,VERAEND_VORJAHRESMONAT_PROZENT,ZWOELF_MONATE_MITTELWERT
Verkehrsunf?le,insgesamt,2000,200007,4282,,28.63,,3638
Verkehrsunf?le,insgesamt,2000,200008,3387,,-20.9,,3606
Verkehrsunf?le,insgesamt,2000,200009,3807,,12.4,,3629
Verkehrsunf?le,insgesamt,2000,200010,4117,,8.14,,3677
Verkehrsunf?le,insgesamt,2000,200011,3931,,-4.52,,3700
Verkehrsunf?le,insgesamt,2000,200012,3789,,-3.61,,3708
Verkehrsunf?le,mit Personensch?en,2021,202101,,301,,,
Verkehrsunf?le,mit Personensch?en,2021,202102,,306,,,
Verkehrsunf?le,mit Personensch?en,2021,202103,,270,,,
Verkehrsunf?le,mit Personensch?en,2021,202104,,314,,,
Verkehrsunf?le,mit Personensch?en,2021,202105,,416,,,
Verkehrsunf?le,mit Personensch?en,2021,202106,,496,,,
Verkehrsunf?le,mit Personensch?en,2021,202107,,717,,,
Verkehrsunf?le,mit Personensch?en,2021,202108,,487,,,
Verkehrsunf?le,mit Personensch?en,2021,202109,,555,,,
Verkehrsunf?le,mit Personensch?en,2021,202110,,489,,,
Verkehrsunf?le,mit Personensch?en,2021,202111,,297,,,
Verkehrsunf?le,mit Personensch?en,2021,202112,,270,,,
Verkehrsunf?le,mit Personensch?en,2020,Summe,4918,5313,,-7.43,
Verkehrsunf?le,mit Personensch?en,2020,202001,301,243,-7.67,23.87,448
Verkehrsunf?le,mit Personensch?en,2020,202002,306,289,1.66,5.88,449
Verkehrsunf?le,mit Personensch?en,2020,202003,270,369,-11.76,-26.83,441
Verkehrsunf?le,mit Personensch?en,2020,202004,314,426,16.3,-26.29,431
Verkehrsunf?le,mit Personensch?en,2020,202005,416,416,32.48,0,431
Verkehrsunf?le,mit Personensch?en,2020,202006,496,615,19.23,-19.35,422
Verkehrsunf?le,mit Personensch?en,2020,202007,717,762,44.56,-5.91,418
Verkehrsunf?le,mit Personensch?en,2020,202008,487,451,-32.08,7.98,421
Verkehrsunf?le,mit Personensch?en,2020,202009,555,533,13.96,4.13,423
Verkehrsunf?le,mit Personensch?en,2020,202010,489,500,-11.89,-2.2,422
Verkehrsunf?le,mit Personensch?en,2020,202011,297,383,-39.26,-22.45,415
Verkehrsunf?le,mit Personensch?en,2020,202012,270,326,-9.09,-17.18,410
Verkehrsunf?le,mit Personensch?en,2019,Summe,5313,5471,,-2.89,
Verkehrsunf?le,mit Personensch?en,2019,201901,243,290,-13.83,-16.21,452
Verkehrsunf?le,mit Personensch?en,2019,201902,289,265,18.93,9.06,454
Verkehrsunf?le,mit Personensch?en,2019,201903,369,331,27.68,11.48,457
Verkehrsunf?le,mit Personensch?en,2019,201904,426,519,15.45,-17.92,449
Verkehrsunf?le,mit Personensch?en,2019,201905,416,528,-2.35,-21.21,440
Verkehrsunf?le,mit Personensch?en,2019,201906,615,622,47.84,-1.13,440
Verkehrsunf?le,mit Personensch?en,2019,201907,762,714,23.9,6.72,444
Verkehrsunf?le,mit Personensch?en,2019,201908,451,456,-40.81,-1.1,443
Verkehrsunf?le,mit Personensch?en,2019,201909,533,528,18.18,0.95,444
Verkehrsunf?le,mit Personensch?en,2019,201910,500,529,-6.19,-5.48,441
Verkehrsunf?le,mit Personensch?en,2019,201911,383,407,-23.4,-5.9,439
Verkehrsunf?le,mit Personensch?en,2019,201912,326,282,-14.88,15.6,443
Verkehrsunf?le,mit Personensch?en,2018,Summe,5471,5062,,8.08,
Verkehrsunf?le,mit Personensch?en,2018,201801,290,242,-5.54,19.83,426
Verkehrsunf?le,mit Personensch?en,2018,201802,265,277,-8.62,-4.33,425
Verkehrsunf?le,mit Personensch?en,2018,201803,331,407,24.91,-18.67,419
Verkehrsunf?le,mit Personensch?en,2018,201804,519,365,56.8,42.19,431
Verkehrsunf?le,mit Personensch?en,2018,201805,528,545,1.73,-3.12,430
Verkehrsunf?le,mit Personensch?en,2018,201806,622,568,17.8,9.51,434
Verkehrsunf?le,mit Personensch?en,2018,201807,714,611,14.79,16.86,443
Verkehrsunf?le,mit Personensch?en,2018,201808,456,447,-36.13,2.01,444
Verkehrsunf?le,mit Personensch?en,2018,201809,528,430,15.79,22.79,452
Verkehrsunf?le,mit Personensch?en,2018,201810,529,490,0.19,7.96,455
Verkehrsunf?le,mit Personensch?en,2018,201811,407,373,-23.06,9.12,458
Verkehrsunf?le,mit Personensch?en,2018,201812,282,307,-30.71,-8.14,456
Verkehrsunf?le,mit Personensch?en,2017,Summe,5062,5329,,-5.01,
Verkehrsunf?le,mit Personensch?en,2017,201701,242,298,-23.66,-18.79,439
Verkehrsunf?le,mit Personensch?en,2017,201702,277,305,14.46,-9.18,437
Verkehrsunf?le,mit Personensch?en,2017,201703,407,299,46.93,36.12,446
Verkehrsunf?le,mit Personensch?en,2017,201704,365,447,-10.32,-18.34,439
Verkehrsunf?le,mit Personensch?en,2017,201705,545,502,49.32,8.57,443
Verkehrsunf?le,mit Personensch?en,2017,201706,568,592,4.22,-4.05,441
Verkehrsunf?le,mit Personensch?en,2017,201707,611,623,7.57,-1.93,440
Verkehrsunf?le,mit Personensch?en,2017,201708,447,469,-26.84,-4.69,438
Verkehrsunf?le,mit Personensch?en,2017,201709,430,627,-3.8,-31.42,422
Verkehrsunf?le,mit Personensch?en,2017,201710,490,448,13.95,9.38,425
Verkehrsunf?le,mit Personensch?en,2017,201711,373,402,-23.88,-7.21,423
Verkehrsunf?le,mit Personensch?en,2017,201712,307,317,-17.69,-3.15,422
Verkehrsunf?le,mit Personensch?en,2016,Summe,5329,5430,,-1.86,
Verkehrsunf?le,mit Personensch?en,2016,201601,298,263,-22.4,13.31,455
Verkehrsunf?le,mit Personensch?en,2016,201602,305,262,2.35,16.41,459
Verkehrsunf?le,mit Personensch?en,2016,201603,299,376,-1.97,-20.48,453
Verkehrsunf?le,mit Personensch?en,2016,201604,447,495,49.5,-9.7,449
Verkehrsunf?le,mit Personensch?en,2016,201605,502,487,12.3,3.08,450
Verkehrsunf?le,mit Personensch?en,2016,201606,592,560,17.93,5.71,453
Verkehrsunf?le,mit Personensch?en,2016,201607,623,708,5.24,-12.01,445
Verkehrsunf?le,mit Personensch?en,2016,201608,469,481,-24.72,-2.49,444
Verkehrsunf?le,mit Personensch?en,2016,201609,627,509,33.69,23.18,454
Verkehrsunf?le,mit Personensch?en,2016,201610,448,475,-28.55,-5.68,452
Verkehrsunf?le,mit Personensch?en,2016,201611,402,430,-10.27,-6.51,450
Verkehrsunf?le,mit Personensch?en,2016,201612,317,384,-21.14,-17.45,444
Verkehrsunf?le,mit Personensch?en,2015,Summe,5430,5523,,-1.68,
Verkehrsunf?le,mit Personensch?en,2015,201501,263,324,-20.54,-18.83,455
Verkehrsunf?le,mit Personensch?en,2015,201502,262,309,-0.38,-15.21,451
Verkehrsunf?le,mit Personensch?en,2015,201503,376,460,43.51,-18.26,444
Verkehrsunf?le,mit Personensch?en,2015,201504,495,455,31.65,8.79,448
Verkehrsunf?le,mit Personensch?en,2015,201505,487,536,-1.62,-9.14,444
Verkehrsunf?le,mit Personensch?en,2015,201506,560,558,14.99,0.36,444
Verkehrsunf?le,mit Personensch?en,2015,201507,708,654,26.43,8.26,448
Verkehrsunf?le,mit Personensch?en,2015,201508,481,432,-32.06,11.34,452
Verkehrsunf?le,mit Personensch?en,2015,201509,509,534,5.82,-4.68,450
Verkehrsunf?le,mit Personensch?en,2015,201510,475,529,-6.68,-10.21,446
Verkehrsunf?le,mit Personensch?en,2015,201511,430,401,-9.47,7.23,448
Verkehrsunf?le,mit Personensch?en,2015,201512,384,331,-10.7,16.01,453
Verkehrsunf?le,mit Personensch?en,2014,Summe,5523,5386,,2.54,
Verkehrsunf?le,mit Personensch?en,2014,201401,324,254,-8.99,27.56,455
Verkehrsunf?le,mit Personensch?en,2014,201402,309,263,-4.63,17.49,459
Verkehrsunf?le,mit Personensch?en,2014,201403,460,284,48.87,61.97,473
Verkehrsunf?le,mit Personensch?en,2014,201404,455,440,-1.09,3.41,474
Verkehrsunf?le,mit Personensch?en,2014,201405,536,454,17.8,18.06,481
Verkehrsunf?le,mit Personensch?en,2014,201406,558,580,4.1,-3.79,479
Verkehrsunf?le,mit Personensch?en,2014,201407,654,812,17.2,-19.46,466
Verkehrsunf?le,mit Personensch?en,2014,201408,432,514,-33.94,-15.95,459
Verkehrsunf?le,mit Personensch?en,2014,201409,534,531,23.61,0.56,460
Verkehrsunf?le,mit Personensch?en,2014,201410,529,510,-0.94,3.73,461
Verkehrsunf?le,mit Personensch?en,2014,201411,401,388,-24.2,3.35,462
Verkehrsunf?le,mit Personensch?en,2014,201412,331,356,-17.46,-7.02,460
Verkehrsunf?le,mit Personensch?en,2013,Summe,5386,5325,,1.15,
Verkehrsunf?le,mit Personensch?en,2013,201301,254,273,2.42,-6.96,442
Verkehrsunf?le,mit Personensch?en,2013,201302,263,233,3.54,12.88,445
Verkehrsunf?le,mit Personensch?en,2013,201303,284,424,7.98,-33.02,433
Verkehrsunf?le,mit Personensch?en,2013,201304,440,394,54.93,11.68,437
Verkehrsunf?le,mit Personensch?en,2013,201305,454,596,3.18,-23.83,425
Verkehrsunf?le,mit Personensch?en,2013,201306,580,577,27.75,0.52,425
Verkehrsunf?le,mit Personensch?en,2013,201307,812,632,40,28.48,440
Verkehrsunf?le,mit Personensch?en,2013,201308,514,545,-36.7,-5.69,438
Verkehrsunf?le,mit Personensch?en,2013,201309,531,532,3.31,-0.19,438
Verkehrsunf?le,mit Personensch?en,2013,201310,510,477,-3.95,6.92,440
Verkehrsunf?le,mit Personensch?en,2013,201311,388,394,-23.92,-1.52,440
Verkehrsunf?le,mit Personensch?en,2013,201312,356,248,-8.25,43.55,449
Verkehrsunf?le,mit Personensch?en,2012,Summe,5325,4874,,9.25,
Verkehrsunf?le,mit Personensch?en,2012,201201,273,255,-13.33,7.06,408
Verkehrsunf?le,mit Personensch?en,2012,201202,233,264,-14.65,-11.74,405
Verkehrsunf?le,mit Personensch?en,2012,201203,424,373,81.97,13.67,409
Verkehrsunf?le,mit Personensch?en,2012,201204,394,505,-7.08,-21.98,400
Verkehrsunf?le,mit Personensch?en,2012,201205,596,636,51.27,-6.29,397
Verkehrsunf?le,mit Personensch?en,2012,201206,577,399,-3.19,44.61,412
Verkehrsunf?le,mit Personensch?en,2012,201207,632,532,9.53,18.8,420
Verkehrsunf?le,mit Personensch?en,2012,201208,545,402,-13.77,35.57,432
Verkehrsunf?le,mit Personensch?en,2012,201209,532,441,-2.39,20.63,439
Verkehrsunf?le,mit Personensch?en,2012,201210,477,393,-10.34,21.37,446
Verkehrsunf?le,mit Personensch?en,2012,201211,394,359,-17.4,9.75,449
Verkehrsunf?le,mit Personensch?en,2012,201212,248,315,-37.06,-21.27,444
Verkehrsunf?le,mit Personensch?en,2011,Summe,4874,4240,,14.95,
Verkehrsunf?le,mit Personensch?en,2011,201101,255,147,14.35,73.47,362
Verkehrsunf?le,mit Personensch?en,2011,201102,264,200,3.53,32,368
Verkehrsunf?le,mit Personensch?en,2011,201103,373,291,41.29,28.18,375
Verkehrsunf?le,mit Personensch?en,2011,201104,505,377,35.39,33.95,385
Verkehrsunf?le,mit Personensch?en,2011,201105,636,320,25.94,98.75,412
Verkehrsunf?le,mit Personensch?en,2011,201106,399,440,-37.26,-9.32,408
Verkehrsunf?le,mit Personensch?en,2011,201107,532,619,33.33,-14.05,401
Verkehrsunf?le,mit Personensch?en,2011,201108,402,416,-24.44,-3.37,400
Verkehrsunf?le,mit Personensch?en,2011,201109,441,456,9.7,-3.29,398
Verkehrsunf?le,mit Personensch?en,2011,201110,393,432,-10.88,-9.03,395
Verkehrsunf?le,mit Personensch?en,2011,201111,359,319,-8.65,12.54,399
Verkehrsunf?le,mit Personensch?en,2011,201112,315,223,-12.26,41.26,406
Verkehrsunf?le,mit Personensch?en,2010,Summe,4240,4065,,4.31,
Verkehrsunf?le,mit Personensch?en,2010,201001,147,184,-52.88,-20.11,336
Verkehrsunf?le,mit Personensch?en,2010,201002,200,273,36.05,-26.74,330
Verkehrsunf?le,mit Personensch?en,2010,201003,291,202,45.5,44.06,337
Verkehrsunf?le,mit Personensch?en,2010,201004,377,357,29.55,5.6,339
Verkehrsunf?le,mit Personensch?en,2010,201005,320,454,-15.12,-29.52,328
Verkehrsunf?le,mit Personensch?en,2010,201006,440,371,37.5,18.6,333
Verkehrsunf?le,mit Personensch?en,2010,201007,619,476,40.68,30.04,345
Verkehrsunf?le,mit Personensch?en,2010,201008,416,376,-32.79,10.64,349
Verkehrsunf?le,mit Personensch?en,2010,201009,456,388,9.62,17.53,354
Verkehrsunf?le,mit Personensch?en,2010,201010,432,360,-5.26,20,360
Verkehrsunf?le,mit Personensch?en,2010,201011,319,312,-26.16,2.24,361
Verkehrsunf?le,mit Personensch?en,2010,201012,223,312,-30.09,-28.53,353
Verkehrsunf?le,mit Personensch?en,2009,Summe,4065,4038,,0.67,
Verkehrsunf?le,mit Personensch?en,2009,200901,184,260,-20,-29.23,330
Verkehrsunf?le,mit Personensch?en,2009,200902,273,279,48.37,-2.15,330
Verkehrsunf?le,mit Personensch?en,2009,200903,202,210,-26.01,-3.81,329
Verkehrsunf?le,mit Personensch?en,2009,200904,357,315,76.73,13.33,333
Verkehrsunf?le,mit Personensch?en,2009,200905,454,445,27.17,2.02,333
Verkehrsunf?le,mit Personensch?en,2009,200906,371,424,-18.28,-12.5,329
Verkehrsunf?le,mit Personensch?en,2009,200907,476,459,28.3,3.7,330
Verkehrsunf?le,mit Personensch?en,2009,200908,376,402,-21.01,-6.47,328
Verkehrsunf?le,mit Personensch?en,2009,200909,388,360,3.19,7.78,330
Verkehrsunf?le,mit Personensch?en,2009,200910,360,373,-7.22,-3.49,329
Verkehrsunf?le,mit Personensch?en,2009,200911,312,281,-13.33,11.03,332
Verkehrsunf?le,mit Personensch?en,2009,200912,312,230,0,35.65,339
Verkehrsunf?le,mit Personensch?en,2008,Summe,4038,4276,,-5.57,
Verkehrsunf?le,mit Personensch?en,2008,200801,260,218,-21.92,19.27,360
Verkehrsunf?le,mit Personensch?en,2008,200802,279,217,7.31,28.57,365
Verkehrsunf?le,mit Personensch?en,2008,200803,210,293,-24.73,-28.33,358
Verkehrsunf?le,mit Personensch?en,2008,200804,315,396,50,-20.45,351
Verkehrsunf?le,mit Personensch?en,2008,200805,445,482,41.27,-7.68,348
Verkehrsunf?le,mit Personensch?en,2008,200806,424,444,-4.72,-4.5,347
Verkehrsunf?le,mit Personensch?en,2008,200807,459,435,8.25,5.52,349
Verkehrsunf?le,mit Personensch?en,2008,200808,402,344,-12.42,16.86,353
Verkehrsunf?le,mit Personensch?en,2008,200809,360,385,-10.45,-6.49,351
Verkehrsunf?le,mit Personensch?en,2008,200810,373,405,3.61,-7.9,349
Verkehrsunf?le,mit Personensch?en,2008,200811,281,324,-24.66,-13.27,345
Verkehrsunf?le,mit Personensch?en,2008,200812,230,333,-18.15,-30.93,337
Verkehrsunf?le,mit Personensch?en,2007,Summe,4276,4751,,-10,
Verkehrsunf?le,mit Personensch?en,2007,200701,218,291,-43.52,-25.09,390
Verkehrsunf?le,mit Personensch?en,2007,200702,217,237,-0.46,-8.44,388
Verkehrsunf?le,mit Personensch?en,2007,200703,293,275,35.02,6.55,390
Verkehrsunf?le,mit Personensch?en,2007,200704,396,301,35.15,31.56,398
Verkehrsunf?le,mit Personensch?en,2007,200705,482,471,21.72,2.34,399
Verkehrsunf?le,mit Personensch?en,2007,200706,444,406,-7.88,9.36,402
Verkehrsunf?le,mit Personensch?en,2007,200707,435,671,-2.03,-35.17,382
Verkehrsunf?le,mit Personensch?en,2007,200708,344,422,-20.92,-18.48,376
Verkehrsunf?le,mit Personensch?en,2007,200709,385,407,11.92,-5.41,374
Verkehrsunf?le,mit Personensch?en,2007,200710,405,500,5.19,-19,366
Verkehrsunf?le,mit Personensch?en,2007,200711,324,384,-20,-15.63,361
Verkehrsunf?le,mit Personensch?en,2007,200712,333,386,2.78,-13.73,356
Verkehrsunf?le,mit Personensch?en,2006,Summe,4751,5474,,-13.21,
Verkehrsunf?le,mit Personensch?en,2006,200601,291,244,-40.25,19.26,460
Verkehrsunf?le,mit Personensch?en,2006,200602,237,229,-18.56,3.49,461
Verkehrsunf?le,mit Personensch?en,2006,200603,275,299,16.03,-8.03,459
Verkehrsunf?le,mit Personensch?en,2006,200604,301,422,9.45,-28.67,449
Verkehrsunf?le,mit Personensch?en,2006,200605,471,521,56.48,-9.6,445
Verkehrsunf?le,mit Personensch?en,2006,200606,406,627,-13.8,-35.25,426
Verkehrsunf?le,mit Personensch?en,2006,200607,671,558,65.27,20.25,436
Verkehrsunf?le,mit Personensch?en,2006,200608,422,462,-37.11,-8.66,432
Verkehrsunf?le,mit Personensch?en,2006,200609,407,678,-3.55,-39.97,410
Verkehrsunf?le,mit Personensch?en,2006,200610,500,451,22.85,10.86,414
Verkehrsunf?le,mit Personensch?en,2006,200611,384,496,-23.2,-22.58,404
Verkehrsunf?le,mit Personensch?en,2006,200612,386,487,0.52,-20.74,396
Verkehrsunf?le,mit Personensch?en,2005,Summe,5474,5214,,4.99,
Verkehrsunf?le,mit Personensch?en,2005,200501,244,286,-41.35,-14.69,431
Verkehrsunf?le,mit Personensch?en,2005,200502,229,240,-6.15,-4.58,430
Verkehrsunf?le,mit Personensch?en,2005,200503,299,321,30.57,-6.85,428
Verkehrsunf?le,mit Personensch?en,2005,200504,422,388,41.14,8.76,431
Verkehrsunf?le,mit Personensch?en,2005,200505,521,476,23.46,9.45,435
Verkehrsunf?le,mit Personensch?en,2005,200506,627,491,20.35,27.7,446
Verkehrsunf?le,mit Personensch?en,2005,200507,558,646,-11,-13.62,439
Verkehrsunf?le,mit Personensch?en,2005,200508,462,584,-17.2,-20.89,429
Verkehrsunf?le,mit Personensch?en,2005,200509,678,541,46.75,25.32,440
Verkehrsunf?le,mit Personensch?en,2005,200510,451,465,-33.48,-3.01,439
Verkehrsunf?le,mit Personensch?en,2005,200511,496,360,9.98,37.78,450
Verkehrsunf?le,mit Personensch?en,2005,200512,487,416,-1.81,17.07,456
Verkehrsunf?le,mit Personensch?en,2004,Summe,5214,5052,,3.21,
Verkehrsunf?le,mit Personensch?en,2004,200401,286,282,-25.33,1.42,421
Verkehrsunf?le,mit Personensch?en,2004,200402,240,232,-16.08,3.45,422
Verkehrsunf?le,mit Personensch?en,2004,200403,321,374,33.75,-14.17,418
Verkehrsunf?le,mit Personensch?en,2004,200404,388,429,20.87,-9.56,414
Verkehrsunf?le,mit Personensch?en,2004,200405,476,510,22.68,-6.67,411
Verkehrsunf?le,mit Personensch?en,2004,200406,491,566,3.15,-13.25,405
Verkehrsunf?le,mit Personensch?en,2004,200407,646,538,31.57,20.07,414
Verkehrsunf?le,mit Personensch?en,2004,200408,584,461,-9.6,26.68,424
Verkehrsunf?le,mit Personensch?en,2004,200409,541,452,-7.36,19.69,432
Verkehrsunf?le,mit Personensch?en,2004,200410,465,466,-14.05,-0.21,432
Verkehrsunf?le,mit Personensch?en,2004,200411,360,359,-22.58,0.28,432
Verkehrsunf?le,mit Personensch?en,2004,200412,416,383,15.56,8.62,435
Verkehrsunf?le,mit Personensch?en,2003,Summe,5052,5620,,-10.11,
Verkehrsunf?le,mit Personensch?en,2003,200301,282,328,-7.24,-14.02,465
Verkehrsunf?le,mit Personensch?en,2003,200302,232,316,-17.73,-26.58,458
Verkehrsunf?le,mit Personensch?en,2003,200303,374,414,61.21,-9.66,454
Verkehrsunf?le,mit Personensch?en,2003,200304,429,432,14.71,-0.69,454
Verkehrsunf?le,mit Personensch?en,2003,200305,510,537,18.88,-5.03,452
Verkehrsunf?le,mit Personensch?en,2003,200306,566,675,10.98,-16.15,443
Verkehrsunf?le,mit Personensch?en,2003,200307,538,711,-4.95,-24.33,428
Verkehrsunf?le,mit Personensch?en,2003,200308,461,479,-14.31,-3.76,427
Verkehrsunf?le,mit Personensch?en,2003,200309,452,509,-1.95,-11.2,422
Verkehrsunf?le,mit Personensch?en,2003,200310,466,467,3.1,-0.21,422
Verkehrsunf?le,mit Personensch?en,2003,200311,359,448,-22.96,-19.87,414
Verkehrsunf?le,mit Personensch?en,2003,200312,383,304,6.69,25.99,421
Verkehrsunf?le,mit Personensch?en,2002,Summe,5620,5948,,-5.51,
Verkehrsunf?le,mit Personensch?en,2002,200201,328,354,-13,-7.34,494
Verkehrsunf?le,mit Personensch?en,2002,200202,316,343,-3.66,-7.87,491
Verkehrsunf?le,mit Personensch?en,2002,200203,414,426,31.01,-2.82,490
Verkehrsunf?le,mit Personensch?en,2002,200204,432,454,4.35,-4.85,488
Verkehrsunf?le,mit Personensch?en,2002,200205,537,655,24.31,-18.02,479
Verkehrsunf?le,mit Personensch?en,2002,200206,675,560,25.7,20.54,488
Verkehrsunf?le,mit Personensch?en,2002,200207,711,755,5.33,-5.83,485
Verkehrsunf?le,mit Personensch?en,2002,200208,479,510,-32.63,-6.08,482
Verkehrsunf?le,mit Personensch?en,2002,200209,509,497,6.26,2.41,483
Verkehrsunf?le,mit Personensch?en,2002,200210,467,581,-8.25,-19.62,473
Verkehrsunf?le,mit Personensch?en,2002,200211,448,436,-4.07,2.75,474
Verkehrsunf?le,mit Personensch?en,2002,200212,304,377,-32.14,-19.36,468
Verkehrsunf?le,mit Personensch?en,2001,Summe,5948,5677,,4.77,
Verkehrsunf?le,mit Personensch?en,2001,200101,354,321,-12.16,10.28,476
Verkehrsunf?le,mit Personensch?en,2001,200102,343,329,-3.11,4.26,477
Verkehrsunf?le,mit Personensch?en,2001,200103,426,414,24.2,2.9,478
Verkehrsunf?le,mit Personensch?en,2001,200104,454,441,6.57,2.95,479
Verkehrsunf?le,mit Personensch?en,2001,200105,655,568,44.27,15.32,486
Verkehrsunf?le,mit Personensch?en,2001,200106,560,555,-14.5,0.9,487
Verkehrsunf?le,mit Personensch?en,2001,200107,755,610,34.82,23.77,499
Verkehrsunf?le,mit Personensch?en,2001,200108,510,525,-32.45,-2.86,498
Verkehrsunf?le,mit Personensch?en,2001,200109,497,557,-2.55,-10.77,493
Verkehrsunf?le,mit Personensch?en,2001,200110,581,493,16.9,17.85,500
Verkehrsunf?le,mit Personensch?en,2001,200111,436,461,-24.96,-5.42,498
Verkehrsunf?le,mit Personensch?en,2001,200112,377,403,-13.53,-6.45,496
Verkehrsunf?le,mit Personensch?en,2000,Summe,5677,,,,
Verkehrsunf?le,mit Personensch?en,2000,200001,321,,,,321
Verkehrsunf?le,mit Personensch?en,2000,200002,329,,2.49,,325
Verkehrsunf?le,mit Personensch?en,2000,200003,414,,25.84,,355
Verkehrsunf?le,mit Personensch?en,2000,200004,441,,6.52,,376
Verkehrsunf?le,mit Personensch?en,2000,200005,568,,28.8,,415
Verkehrsunf?le,mit Personensch?en,2000,200006,555,,-2.29,,438
Verkehrsunf?le,mit Personensch?en,2000,200007,610,,9.91,,463
Verkehrsunf?le,mit Personensch?en,2000,200008,525,,-13.93,,470
Verkehrsunf?le,mit Personensch?en,2000,200009,557,,6.1,,480
Verkehrsunf?le,mit Personensch?en,2000,200010,493,,-11.49,,481
Verkehrsunf?le,mit Personensch?en,2000,200011,461,,-6.49,,479
Verkehrsunf?le,mit Personensch?en,2000,200012,403,,-12.58,,473
Verkehrsunf?le,Verletzte und Get?ete,2021,202101,,360,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202102,,355,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202103,,334,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202104,,363,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202105,,464,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202106,,585,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202107,,821,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202108,,563,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202109,,634,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202110,,566,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202111,,348,,,
Verkehrsunf?le,Verletzte und Get?ete,2021,202112,,311,,,
Verkehrsunf?le,Verletzte und Get?ete,2020,Summe,5704,6239,,-8.58,
Verkehrsunf?le,Verletzte und Get?ete,2020,202001,360,297,-4.76,21.21,525
Verkehrsunf?le,Verletzte und Get?ete,2020,202002,355,345,-1.39,2.9,526
Verkehrsunf?le,Verletzte und Get?ete,2020,202003,334,427,-5.92,-21.78,518
Verkehrsunf?le,Verletzte und Get?ete,2020,202004,363,515,8.68,-29.51,506
Verkehrsunf?le,Verletzte und Get?ete,2020,202005,464,484,27.82,-4.13,504
Verkehrsunf?le,Verletzte und Get?ete,2020,202006,585,710,26.08,-17.61,494
Verkehrsunf?le,Verletzte und Get?ete,2020,202007,821,898,40.34,-8.57,487
Verkehrsunf?le,Verletzte und Get?ete,2020,202008,563,532,-31.43,5.83,490
Verkehrsunf?le,Verletzte und Get?ete,2020,202009,634,609,12.61,4.11,492
Verkehrsunf?le,Verletzte und Get?ete,2020,202010,566,591,-10.73,-4.23,490
Verkehrsunf?le,Verletzte und Get?ete,2020,202011,348,453,-38.52,-23.18,481
Verkehrsunf?le,Verletzte und Get?ete,2020,202012,311,378,-10.63,-17.72,475
Verkehrsunf?le,Verletzte und Get?ete,2019,Summe,6239,6527,,-4.41,
Verkehrsunf?le,Verletzte und Get?ete,2019,201901,297,350,-14.66,-15.14,540
Verkehrsunf?le,Verletzte und Get?ete,2019,201902,345,328,16.16,5.18,541
Verkehrsunf?le,Verletzte und Get?ete,2019,201903,427,383,23.77,11.49,545
Verkehrsunf?le,Verletzte und Get?ete,2019,201904,515,619,20.61,-16.8,536
Verkehrsunf?le,Verletzte und Get?ete,2019,201905,484,640,-6.02,-24.38,523
Verkehrsunf?le,Verletzte und Get?ete,2019,201906,710,732,46.69,-3.01,521
Verkehrsunf?le,Verletzte und Get?ete,2019,201907,898,852,26.48,5.4,525
Verkehrsunf?le,Verletzte und Get?ete,2019,201908,532,529,-40.76,0.57,525
Verkehrsunf?le,Verletzte und Get?ete,2019,201909,609,645,14.47,-5.58,522
Verkehrsunf?le,Verletzte und Get?ete,2019,201910,591,616,-2.96,-4.06,520
Verkehrsunf?le,Verletzte und Get?ete,2019,201911,453,485,-23.35,-6.6,517
Verkehrsunf?le,Verletzte und Get?ete,2019,201912,378,348,-16.56,8.62,520
Verkehrsunf?le,Verletzte und Get?ete,2018,Summe,6527,6058,,7.74,
Verkehrsunf?le,Verletzte und Get?ete,2018,201801,350,307,-6.91,14.01,508
Verkehrsunf?le,Verletzte und Get?ete,2018,201802,328,334,-6.29,-1.8,508
Verkehrsunf?le,Verletzte und Get?ete,2018,201803,383,486,16.77,-21.19,499
Verkehrsunf?le,Verletzte und Get?ete,2018,201804,619,439,61.62,41,514
Verkehrsunf?le,Verletzte und Get?ete,2018,201805,640,631,3.39,1.43,515
Verkehrsunf?le,Verletzte und Get?ete,2018,201806,732,668,14.38,9.58,520
Verkehrsunf?le,Verletzte und Get?ete,2018,201807,852,752,16.39,13.3,529
Verkehrsunf?le,Verletzte und Get?ete,2018,201808,529,504,-37.91,4.96,531
Verkehrsunf?le,Verletzte und Get?ete,2018,201809,645,546,21.93,18.13,539
Verkehrsunf?le,Verletzte und Get?ete,2018,201810,616,572,-4.5,7.69,543
Verkehrsunf?le,Verletzte und Get?ete,2018,201811,485,443,-21.27,9.48,546
Verkehrsunf?le,Verletzte und Get?ete,2018,201812,348,376,-28.25,-7.45,544
Verkehrsunf?le,Verletzte und Get?ete,2017,Summe,6058,6409,,-5.48,
